网课专线,#genre#
三年级上语文053-海滨小城（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkjitd4msuhkp2ew/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】海滨小城（第二课时）.m3u8
三年级上语文054-美丽的小兴安岭（第一课时）,https://d006.eduyun.cn/videoworks/mda-kknbh7b02e1y4huq/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】美丽的小兴安岭（第一课时）.m3u8
三年级上语文055-美丽的小兴安岭（第二课时）,https://d006.eduyun.cn/videoworks/mda-kknbst341datua85/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】美丽的小兴安岭（第二课时）.m3u8
三年级上语文056-习作：这儿真美（第一课时),https://d006.eduyun.cn/videoworks/mda-kksiuus1az84d06r/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】习作：这儿真美（第一课时）.m3u8
三年级上语文057-习作：这儿真美（第二课时）,https://d006.eduyun.cn/videoworks/mda-kksivkqanwvjate2/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】习作：这儿真美（第二课时）.m3u8
三年级上语文058-语文园地六,https://d006.eduyun.cn/videoworks/mda-kkvczcwqv4tufbe6/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】语文园地六.m3u8
三年级上语文059-大自然的声音（第一课时）,https://d006.eduyun.cn/videoworks/mda-kkvcukg2ks390yu7/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】大自然的声音（第一课时）.m3u8
三年级上语文060-大自然的声音（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkvci2q0cbuuwjbb/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】大自然的声音（第二课时）.m3u8
三年级上语文061-读不完的大书（第一课时）,https://d006.eduyun.cn/videoworks/mda-kkvc2ymduktxjhfa/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】读不完的大书(第一课时).m3u8
三年级上语文062-读不完的大书（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkvcwgfbf7v63vdy/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】读不完的大书（第二课时）.m3u8
三年级上语文063-父亲、树林和鸟（第一课时）,https://d006.eduyun.cn/videoworks/mda-kkvcj05g9tsryx3r/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】父亲、树林和鸟（第一课时）.m3u8
三年级上语文064-父亲、树林和鸟（第二课时）,https://d006.eduyun.cn/videoworks/mda-kkzh87ppe4rpjq9z/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】父亲、树林和鸟（第二课时）.m3u8
三年级上语文065-口语交际：身边的“小事”,https://d006.eduyun.cn/videoworks/mda-kkzheh0iehz3p55e/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】口语交际：身边的“小事”.m3u8
三年级上语文066-习作：我有一个想法（第一课时）,https://d006.eduyun.cn/videoworks/mda-kk2gfgjjxd8eziuq/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】习作：我有一个想法（第一课时）.m3u8
三年级上语文067-习作：我有一个想法（第二课时）,https://d006.eduyun.cn/videoworks/mda-kk2ggjt8733ew9hy/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】习作：我有一个想法（第二课时）.m3u8
三年级上语文068-森林报（第一课时）,https://d006.eduyun.cn/videoworks/mda-kmagxh52iidgua5h/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】森林报（第一课时）.m3u8
三年级上语文069-森林报（第二课时）,https://d006.eduyun.cn/videoworks/mda-kmag7hybp7r5epca/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】森林报（第二课时）.m3u8
三年级上语文070-司马光,https://d006.eduyun.cn/videoworks/mda-kmdgkiguj93m1jzy/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】司马光.m3u8
三年级上语文071-掌声（第一课时）,https://d006.eduyun.cn/videoworks/mda-kmdgext62dgnrc4c/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】掌声（第一课时）.m3u8
三年级上语文072-掌声（第二课时）,https://d006.eduyun.cn/videoworks/mda-kmdgub6ya4b3vrgu/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】掌声（第二课时）.m3u8
三年级上语文073-灰雀（第一课时）,https://d006.eduyun.cn/videoworks/mda-kmdged00msi8j239/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】灰雀（第一课时）.m3u8
三年级上语文074-灰雀（第二课时）,https://d006.eduyun.cn/videoworks/mda-kmhhczvjxxckk6zc/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】灰雀（第二课时）.m3u8
三年级上语文075-手术台就是阵地,https://d006.eduyun.cn/videoworks/mda-kmhh36xb6qt18rr0/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】手术台就是阵地.m3u8
三年级上语文076-口语交际：请教,https://d006.eduyun.cn/videoworks/mda-kmhh6qbeki68k35h/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】口语交际：请教.m3u8
三年级上语文077-习作：那次玩得真高兴,https://d006.eduyun.cn/videoworks/mda-kmhhq8qzj54pqd86/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】习作：那次玩得真高兴.m3u8
三年级上语文078-第5—8单元复习活动课（第一课时）,https://d006.eduyun.cn/videoworks/mda-kmjh54bt5wyzqat0/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】第5-8单元复习活动课（第一课时）.m3u8
三年级上语文079-第5—8单元复习活动课（第二课时）,https://d006.eduyun.cn/videoworks/mda-kmjhrxmb8q4x5egz/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】第5-8单元复习活动课（第二课时）.m3u8
三年级上语文080-第5—8单元复习活动课（第三课时）,https://d006.eduyun.cn/videoworks/mda-kmjii6akq4tr5v4d/ykt_tbkt_hls_1080_7/video/三年级【语文（统编版）】第5-8单元复习活动课（第三课时）.m3u8
--三年级下,#genre#
----道德与法治,#genre#
三年级下道德与法治001-我是独特的,https://d006.eduyun.cn/videoworks/mda-kientd6ghnrq5i63/ykt_tbkt_hls_1080_7_CJ_1/video/我是独特的改一.m3u8
三年级下道德与法治002-不一样的你我他,https://d006.eduyun.cn/videoworks/mda-kien3pv1u6q9cc49/ykt_tbkt_hls_1080_7_CJ_1/video/不一样的你我他.m3u8
三年级下道德与法治003-我很诚实,https://d006.eduyun.cn/videoworks/mda-kiepa46845911k7p/ykt_tbkt_hls_1080_7_CJ_1/video/我很诚实改一.m3u8
三年级下道德与法治004-同学相伴,https://d006.eduyun.cn/videoworks/mda-kiepbkhmafe3g2y5/ykt_tbkt_hls_1080_7_CJ_1/video/同学相伴改一.m3u8
三年级下道德与法治005-我的家在这里,https://d006.eduyun.cn/videoworks/mda-kiep71w7cn93dfsb/ykt_tbkt_hls_1080_7_CJ_1/video/我的家在这里改一.m3u8
三年级下道德与法治006-我家的好邻居,https://d006.eduyun.cn/videoworks/mda-kieq28a3rf2026du/ykt_tbkt_hls_1080_7_CJ_1/video/我家的好邻居改一.m3u8
三年级下道德与法治007-请到我的家乡来,https://d006.eduyun.cn/videoworks/mda-kieqivtufgw325bb/ykt_tbkt_hls_1080_7_CJ_1/video/请到我的家乡来改一.m3u8
三年级下道德与法治008-大家的“朋友”,https://d006.eduyun.cn/videoworks/mda-kier5sq9n4mtkqrs/ykt_tbkt_hls_1080_7_CJ_1/video/大家的“朋友”改一.m3u8
三年级下道德与法治009-生活离不开规则（一）,https://d006.eduyun.cn/videoworks/mda-kiercdd3hmzeu8g7/ykt_tbkt_hls_1080_7_CJ_1/video/生活离不开规则（一）改一.m3u8
三年级下道德与法治010-生活离不开规则（二）,https://d006.eduyun.cn/videoworks/mda-kier44icrtx6snhe/ykt_tbkt_hls_1080_7_CJ_1/video/生活离不开规则（二）改一.m3u8
三年级下道德与法治011-爱心的传递者（一）,https://d006.eduyun.cn/videoworks/mda-kiesy71mee3g1bfb/ykt_tbkt_hls_1080_7_CJ_1/video/爱心的传递者（一）改一.m3u8
三年级下道德与法治012-爱心的传递者（二）,https://d006.eduyun.cn/videoworks/mda-kiesqxy4ga3js7ys/ykt_tbkt_hls_1080_7_CJ_1/video/爱心的传递者（二）改一.m3u8
三年级下道德与法治013-四通八达的交通,https://d006.eduyun.cn/videoworks/mda-kiesjwrb1bpe3hwq/ykt_tbkt_hls_1080_7_CJ_1/video/四通八达的交通改一.m3u8
三年级下道德与法治014-慧眼看交通,https://d006.eduyun.cn/videoworks/mda-kifp49ceqj1b8rzg/ykt_tbkt_hls_1080_7_CJ_1/video/慧眼看交通改一.m3u8
三年级下道德与法治015-万里一线牵,https://d006.eduyun.cn/videoworks/mda-kifpis9n1tjjajt5/ykt_tbkt_hls_1080_7_CJ_1/video/万里一线牵改一.m3u8
三年级下道德与法治016-我的家在这里（二）,https://d006.eduyun.cn/videoworks/mda-kihberg69v6jhh6n/ykt_tbkt_hls_1080_7_CJ_1/video/我的家在这里（二）.m3u8
三年级下道德与法治017-我的家在这里（一）,https://d006.eduyun.cn/videoworks/mda-kihb53tbi9rpxzf6/ykt_tbkt_hls_1080_7_CJ_1/video/我的家在这里（一）.m3u8
----科学,#genre#
三年级下科学001-运动和位置,https://d006.eduyun.cn/videoworks/mda-kienan483bfxy070/ykt_tbkt_hls_1080_7_CJ_1/video/运动和位置改一.m3u8
三年级下科学002-各种各样的运动,https://d006.eduyun.cn/videoworks/mda-kienxu0pjm9007z6/ykt_tbkt_hls_1080_7_CJ_1/video/各种各样的运动改一.m3u8
三年级下科学003-直线运动和曲线运动,https://d006.eduyun.cn/videoworks/mda-kiengvi1ey11zk7q/ykt_tbkt_hls_1080_7_CJ_1/video/直线运动和曲线运动.m3u8
三年级下科学004-物体在斜面上运动,https://d006.eduyun.cn/videoworks/mda-kieni6xu8rztwxbc/ykt_tbkt_hls_1080_7_CJ_1/video/物体在斜面上运动.m3u8
三年级下科学005-比较相同距离内运动的快慢,https://d006.eduyun.cn/videoworks/mda-kiepjz1in85nc5ah/ykt_tbkt_hls_1080_7_CJ_1/video/比较相同距离内运动的快慢.m3u8
三年级下科学006-比较相同时间内运动的快慢,https://d006.eduyun.cn/videoworks/mda-kiepq5drebyixc60/ykt_tbkt_hls_1080_7_CJ_1/video/比较相同时间内运动的快慢改二.m3u8
三年级下科学007-我们的“过山车”,https://d006.eduyun.cn/videoworks/mda-kiep41zq86h5a0zs/ykt_tbkt_hls_1080_7_CJ_1/video/我们的“过上车”.m3u8
三年级下科学008-测试“过山车”,https://d006.eduyun.cn/videoworks/mda-kiepg42shnpvrny0/ykt_tbkt_hls_1080_7_CJ_1/video/测试“过山车”.m3u8
三年级下科学009-我们的“过山车”（一）,https://d006.eduyun.cn/videoworks/mda-kihbenfi34j7q73c/ykt_tbkt_hls_1080_7_CJ_1/video/我们的“过山车”（一）.m3u8
三年级下科学010-我们的“过山车”（二）,https://d006.eduyun.cn/videoworks/mda-kihb1trh3y8ez2zd/ykt_tbkt_hls_1080_7_CJ_1/video/我们的“过山车”（二）.m3u8
三年级下科学011-迎接蚕宝宝的到来,https://d006.eduyun.cn/videoworks/mda-kiepcaamjek4t7fv/ykt_tbkt_hls_1080_7_CJ_1/video/迎接蚕宝宝的到来改一.m3u8
三年级下科学012-认识其他动物的卵,https://d006.eduyun.cn/videoworks/mda-kiepyzvnzv17xdt8/ykt_tbkt_hls_1080_7_CJ_1/video/认识其他动物的卵改一.m3u8
三年级下科学013-蚕长大了,https://d006.eduyun.cn/videoworks/mda-kieqes48zmefj7dy/ykt_tbkt_hls_1080_7_CJ_1/video/蚕长大了.m3u8
三年级下科学014-蚕变了新模样,https://d006.eduyun.cn/videoworks/mda-kieqnrjp7p4rv2am/ykt_tbkt_hls_1080_7_CJ_1/video/蚕变了新模样.m3u8
三年级下科学015-茧中钻出了蚕蛾,https://d006.eduyun.cn/videoworks/mda-kieqemqd19h9wa9i/ykt_tbkt_hls_1080_7_CJ_1/video/茧中钻出了蚕蛾.m3u8
三年级下科学016-蚕的一生,https://d006.eduyun.cn/videoworks/mda-kieqefve226ax65h/ykt_tbkt_hls_1080_7_CJ_1/video/蚕的一生.m3u8
三年级下科学017-动物的繁殖,https://d006.eduyun.cn/videoworks/mda-kiert57d41nhjxmj/ykt_tbkt_hls_1080_7_CJ_1/video/动物的繁殖.m3u8
三年级下科学018-动物的一生,https://d006.eduyun.cn/videoworks/mda-kier04jppqt4kgf2/ykt_tbkt_hls_1080_7_CJ_1/video/动物的一生.m3u8
三年级下科学019-仰望天空,https://d006.eduyun.cn/videoworks/mda-kier4qpx7rkhvs24/ykt_tbkt_hls_1080_7_CJ_1/video/仰望天空改一.m3u8
三年级下科学020-阳光下物体的影子,https://d006.eduyun.cn/videoworks/mda-kierp13djbppdxc9/ykt_tbkt_hls_1080_7_CJ_1/video/阳光下物体的影子.m3u8
三年级下科学021-影子的秘密,https://d006.eduyun.cn/videoworks/mda-kierd77jduaiy4qf/ykt_tbkt_hls_1080_7_CJ_1/video/影子的秘密改一.m3u8
三年级下科学022-月相变化的规律,https://d006.eduyun.cn/videoworks/mda-kier1n6nu42nsqih/ykt_tbkt_hls_1080_7_CJ_1/video/月相变化的规律.m3u8
三年级下科学023-月球——地球的卫星,https://d006.eduyun.cn/videoworks/mda-kieswvanqaknx4av/ykt_tbkt_hls_1080_7_CJ_1/video/月球——地球的卫星.m3u8
三年级下科学024-地球的形状,https://d006.eduyun.cn/videoworks/mda-kiesqa408840116f/ykt_tbkt_hls_1080_7_CJ_1/video/地球的形状.m3u8
三年级下科学025-地球——水的星球,https://d006.eduyun.cn/videoworks/mda-kiesjjrry0gfu922/ykt_tbkt_hls_1080_7_CJ_1/video/地球——水的星球.m3u8
三年级下科学026-太阳、月球和地球,https://d006.eduyun.cn/videoworks/mda-kiesx676ke3gw31f/ykt_tbkt_hls_1080_7_CJ_1/video/太阳、月球和地球.m3u8
三年级下科学027-点亮小灯泡,https://d006.eduyun.cn/videoworks/mda-kihca15p9jqrg3wx/ykt_tbkt_hls_1080_7_CJ_1/video/点亮小灯泡.m3u8
三年级下科学028-地球内部运动引起地形变化2,https://d006.eduyun.cn/videoworks/mda-kihbfrbdnv7na29k/ykt_tbkt_hls_1080_7_CJ_1/video/小学五年级下科学2地球内部运动引起地形变化2.m3u8
三年级下科学029-地球内部运动引起地形变化1,https://d006.eduyun.cn/videoworks/mda-kihbj124yfgqg982/ykt_tbkt_hls_1080_7_CJ_1/video/小学五年级下科学1地球内部运动引起地形变化1.m3u8
三年级下科学030-昼夜交替,https://d006.eduyun.cn/videoworks/mda-kihbw7q8vmqhtax1/ykt_tbkt_hls_1080_7_CJ_1/video/昼夜交替.m3u8
三年级下科学031-生活中的静电,https://d006.eduyun.cn/videoworks/mda-kihbrad7dsruyq3x/ykt_tbkt_hls_1080_7_CJ_1/video/生活中的静电.m3u8
三年级下科学032-小苏打和白醋的变化,https://d006.eduyun.cn/videoworks/mda-kihbvqs4tchp2fnt/ykt_tbkt_hls_1080_7_CJ_1/video/小苏打和白醋的变化.m3u8
三年级下科学033-声音（一二）,https://d006.eduyun.cn/videoworks/mda-kihbe6rxjgdig2n1/ykt_tbkt_hls_1080_7_CJ_1/video/声音（一）.m3u8
三年级下美术001-奇妙的效果,https://d006.eduyun.cn/videoworks/mda-kien8pcin4jmxmsw/ykt_tbkt_hls_1080_7_CJ_1/video/奇妙的效果改一.m3u8
三年级下美术002-色彩斑斓的窗户,https://d006.eduyun.cn/videoworks/mda-kienhwndxu2ej3rv/ykt_tbkt_hls_1080_7_CJ_1/video/色彩斑斓的窗户改二.m3u8
三年级下美术003-画民间玩具,https://d006.eduyun.cn/videoworks/mda-kienchf323e773kc/ykt_tbkt_hls_1080_7_CJ_1/video/画民间玩具.m3u8
三年级下美术004-荣宝斋,https://d006.eduyun.cn/videoworks/mda-kientrq82nejkyaa/ykt_tbkt_hls_1080_7_CJ_1/video/荣宝斋.m3u8
三年级下美术005-多姿多彩的塔,https://d006.eduyun.cn/videoworks/mda-kiepteu8rhppbsb8/ykt_tbkt_hls_1080_7_CJ_1/video/多姿多彩的塔.m3u8
三年级下美术006-走进颐和园,https://d006.eduyun.cn/videoworks/mda-kiepnyqm08ejvru2/ykt_tbkt_hls_1080_7_CJ_1/video/走进颐和园.m3u8
三年级下美术007-泥条造型,https://d006.eduyun.cn/videoworks/mda-kiepgtkt8xjsx68d/ykt_tbkt_hls_1080_7_CJ_1/video/泥条造型.m3u8
三年级下美术008-生活中的装饰布,https://d006.eduyun.cn/videoworks/mda-kiep0z3gtqsssvgg/ykt_tbkt_hls_1080_7_CJ_1/video/生活中的装饰布.m3u8
三年级下美术009-快乐的童年,https://d006.eduyun.cn/videoworks/mda-kieprzjth2bccsfk/ykt_tbkt_hls_1080_7_CJ_1/video/快乐的童年.m3u8
三年级下美术010-彩墨游戏,https://d006.eduyun.cn/videoworks/mda-kiepn1p8isdzym3u/ykt_tbkt_hls_1080_7_CJ_1/video/彩墨游戏.m3u8
三年级下美术011-设计动漫标志牌,https://d006.eduyun.cn/videoworks/mda-kieqz58wduhb8z92/ykt_tbkt_hls_1080_7_CJ_1/video/设计动漫标志牌改一.m3u8
三年级下美术012-画古树,https://d006.eduyun.cn/videoworks/mda-kieqjzrmxj8vtpc7/ykt_tbkt_hls_1080_7_CJ_1/video/画古树改一.m3u8
三年级下美术013-给同学留个影,https://d006.eduyun.cn/videoworks/mda-kieqf8anc7ui46s7/ykt_tbkt_hls_1080_7_CJ_1/video/给同学留个影.m3u8
三年级下美术014-设计小帽子,https://d006.eduyun.cn/videoworks/mda-kieq9fuxb5k52wwk/ykt_tbkt_hls_1080_7_CJ_1/video/设计小帽子.m3u8
三年级下美术015-生机勃勃的早晨,https://d006.eduyun.cn/videoworks/mda-kierr5bmrj3rsfvn/ykt_tbkt_hls_1080_7_CJ_1/video/生机勃勃的早晨.m3u8
三年级下美术016-设计紧急避难路线图,https://d006.eduyun.cn/videoworks/mda-kier8fh503fu6rs3/ykt_tbkt_hls_1080_7_CJ_1/video/设计紧急避难路线图.m3u8
三年级下美术017-神话故事,https://d006.eduyun.cn/videoworks/mda-kierbd02dtzttn5c/ykt_tbkt_hls_1080_7_CJ_1/video/神话故事改一.m3u8
三年级下美术018-秸秆造型,https://d006.eduyun.cn/videoworks/mda-kiergt87qkd7g95a/ykt_tbkt_hls_1080_7_CJ_1/video/秸秆造型改一.m3u8
三年级下美术019-参观美术馆,https://d006.eduyun.cn/videoworks/mda-kiernricwxf33ce6/ykt_tbkt_hls_1080_7_CJ_1/video/参观美术馆.m3u8
三年级下美术020-电脑美术——动漫形象,https://d006.eduyun.cn/videoworks/mda-kier3nfxg1tw4wpz/ykt_tbkt_hls_1080_7_CJ_1/video/电脑美术——动漫形象改一.m3u8
三年级下美术021-多姿多彩的塔（二）,https://d006.eduyun.cn/videoworks/mda-kihcntgx80v2uewx/ykt_tbkt_hls_1080_7_CJ_1/video/多姿多彩的塔（二）.m3u8
三年级下美术022-多姿多彩的塔（一）,https://d006.eduyun.cn/videoworks/mda-kihc2jhxv9trv2rv/ykt_tbkt_hls_1080_7_CJ_1/video/多姿多彩的塔（一）.m3u8
----数学,#genre#
三年级下数学001-认识东南西北四个方向（例1）,https://d006.eduyun.cn/videoworks/mda-mcifhhwbc6ueubdt/ykt_tbkt_hls_1080_7_CJ_1/video/认识东南西北四个方向（例1）改一.m3u8
三年级下数学002-学习看平面图（例2）,https://d006.eduyun.cn/videoworks/mda-kienj8nywq0jctd6/ykt_tbkt_hls_1080_7_CJ_1/video/学习看平面图（例2）改一.m3u8
三年级下数学003-认识东北、西北、东南、西南四个方向（例3）,https://d006.eduyun.cn/videoworks/mda-kienf3r45nmhtvjt/ykt_tbkt_hls_1080_7_CJ_1/video/认识东北、西北、东南、西南四个方向（例3）改一.m3u8
三年级下数学004-解决问题（例4）,https://d006.eduyun.cn/videoworks/mda-kien3jeugg0n5vyc/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题（例4）改一.m3u8
三年级下数学005-口算除法（例1、例2）,https://d006.eduyun.cn/videoworks/mda-kien4vz43jrp1j8c/ykt_tbkt_hls_1080_7_CJ_1/video/口算除法（例1、例2）.m3u8
三年级下数学006-口算除法（例3）,https://d006.eduyun.cn/videoworks/mda-kienndr6i9f4aq55/ykt_tbkt_hls_1080_7_CJ_1/video/口算除法（例3）.m3u8
三年级下数学007-笔算除法（例1、例2）,https://d006.eduyun.cn/videoworks/mda-kienfq1ksz19zi2t/ykt_tbkt_hls_1080_7_CJ_1/video/笔算除法（例1、例2）.m3u8
三年级下数学008-笔算除法（例3）,https://d006.eduyun.cn/videoworks/mda-kienh7vcyyh5vkhd/ykt_tbkt_hls_1080_7_CJ_1/video/笔算除法（例3）.m3u8
三年级下数学009-笔算除法（例4）,https://d006.eduyun.cn/videoworks/mda-kiep2m4uu8rn62a3/ykt_tbkt_hls_1080_7_CJ_1/video/笔算除法（例4）.m3u8
三年级下数学010-除法练习（1）,https://d006.eduyun.cn/videoworks/mda-kiepbyx0g21gwiz0/ykt_tbkt_hls_1080_7_CJ_1/video/除法练习（1）.m3u8
三年级下数学011-笔算除法（例5、例6）,https://d006.eduyun.cn/videoworks/mda-kiepxy06ex30usnc/ykt_tbkt_hls_1080_7_CJ_1/video/笔算除法（例5、例6）.m3u8
三年级下数学012-笔算除法（例7）,https://d006.eduyun.cn/videoworks/mda-kiepbryjg6ckhajp/ykt_tbkt_hls_1080_7_CJ_1/video/笔算除法（例7）.m3u8
三年级下数学013-除法练习（2）,https://d006.eduyun.cn/videoworks/mda-kiepnn3pbn06kcff/ykt_tbkt_hls_1080_7_CJ_1/video/除法练习（2）.m3u8
三年级下数学014-解决问题（例8）,https://d006.eduyun.cn/videoworks/mda-kiep1av8zznj86mw/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题（例8）.m3u8
三年级下数学015-解决问题（例9）,https://d006.eduyun.cn/videoworks/mda-kiepkbhmr87d6s2x/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题（例9）.m3u8
三年级下数学016-除法练习（3）,https://d006.eduyun.cn/videoworks/mda-kiep3vvubvffyiyg/ykt_tbkt_hls_1080_7_CJ_1/video/除法练习（3）.m3u8
三年级下数学017-除法单元复习整理,https://d006.eduyun.cn/videoworks/mda-kiepiakeq2j7pg66/ykt_tbkt_hls_1080_7_CJ_1/video/除法单元复习整理.m3u8
三年级下数学018-复式统计表（例1）,https://d006.eduyun.cn/videoworks/mda-kiep61jdc7bumd9w/ykt_tbkt_hls_1080_7_CJ_1/video/复式统计表（例1）.m3u8
三年级下数学019-复式统计表练习,https://d006.eduyun.cn/videoworks/mda-kiep04p6nas5rrer/ykt_tbkt_hls_1080_7_CJ_1/video/复式统计表练习改一.m3u8
三年级下数学020-口算乘法（例1）,https://d006.eduyun.cn/videoworks/mda-kieppvkrespzu9c5/ykt_tbkt_hls_1080_7_CJ_1/video/口算乘法（例1）.m3u8
三年级下数学021-口算乘法（例2）,https://d006.eduyun.cn/videoworks/mda-kieq3q3u5cqcigvq/ykt_tbkt_hls_1080_7_CJ_1/video/口算乘法（例2）.m3u8
三年级下数学022-笔算乘法（例1）,https://d006.eduyun.cn/videoworks/mda-kieqah1s2kr7e6ip/ykt_tbkt_hls_1080_7_CJ_1/video/笔算乘法（例1）.m3u8
三年级下数学023-笔算乘法（例2）,https://d006.eduyun.cn/videoworks/mda-kieqh5v8si0qm85v/ykt_tbkt_hls_1080_7_CJ_1/video/笔算乘法（例2）.m3u8
三年级下数学024-乘法练习（1）,https://d006.eduyun.cn/videoworks/mda-kieq9gbdjhefp792/ykt_tbkt_hls_1080_7_CJ_1/video/乘法练习（1）.m3u8
三年级下数学025-解决问题—连乘,https://d006.eduyun.cn/videoworks/mda-kieqhm72p2d0zatx/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题—连乘.m3u8
三年级下数学026-解决问题—连除,https://d006.eduyun.cn/videoworks/mda-kieqgpw711vkfu6b/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题—连除.m3u8
三年级下数学027-乘法练习（2）,https://d006.eduyun.cn/videoworks/mda-kieqhk503ypuq9tk/ykt_tbkt_hls_1080_7_CJ_1/video/乘法练习（2）.m3u8
三年级下数学028-乘法单元复习整理,https://d006.eduyun.cn/videoworks/mda-kieqy3inyk6rerzx/ykt_tbkt_hls_1080_7_CJ_1/video/乘法单元复习整理.m3u8
三年级下数学029-认识面积,https://d006.eduyun.cn/videoworks/mda-kierqh817mw2ja76/ykt_tbkt_hls_1080_7_CJ_1/video/认识面积.m3u8
三年级下数学030-认识面积单位,https://d006.eduyun.cn/videoworks/mda-kierfnjnremb2muj/ykt_tbkt_hls_1080_7_CJ_1/video/认识面积单位.m3u8
三年级下数学031-长方形、正方形面积的计算,https://d006.eduyun.cn/videoworks/mda-kierz83k7nnyz0yk/ykt_tbkt_hls_1080_7_CJ_1/video/长方形、正方形面积的计算.m3u8
三年级下数学032-估计面积,https://d006.eduyun.cn/videoworks/mda-kierwt5n8j2x79nq/ykt_tbkt_hls_1080_7_CJ_1/video/估计面积.m3u8
三年级下数学033-面积练习（1）,https://d006.eduyun.cn/videoworks/mda-kiersg3hmmn9fwg4/ykt_tbkt_hls_1080_7_CJ_1/video/面积练习（1）.m3u8
三年级下数学034-面积单位间的进率,https://d006.eduyun.cn/videoworks/mda-kierb3pif6qjnwc4/ykt_tbkt_hls_1080_7_CJ_1/video/面积单位间的进率.m3u8
三年级下数学035-解决问题—面积,https://d006.eduyun.cn/videoworks/mda-kierytpznqrzc8qr/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题—面积.m3u8
三年级下数学036-解决问题—铺地砖,https://d006.eduyun.cn/videoworks/mda-kierdd527p6206ap/ykt_tbkt_hls_1080_7_CJ_1/video/解决问题—铺地砖改一.m3u8
三年级下数学037-面积练习（2）,https://d006.eduyun.cn/videoworks/mda-kierhrmakc60nf2m/ykt_tbkt_hls_1080_7_CJ_1/video/面积练习（2）.m3u8
三年级下数学038-面积单元复习整理,https://d006.eduyun.cn/videoworks/mda-kierq1rkq6914dkq/ykt_tbkt_hls_1080_7_CJ_1/video/面积单元复习整理.m3u8
三年级下数学039-认识年、月、日,https://d006.eduyun.cn/videoworks/mda-kierqjwyd9jc9cuc/ykt_tbkt_hls_1080_7_CJ_1/video/认识年、月、日改一.m3u8
三年级下数学040-平年、闰年,https://d006.eduyun.cn/videoworks/mda-kierm8ieaqe490fr/ykt_tbkt_hls_1080_7_CJ_1/video/平年、闰年.m3u8
三年级下数学041-24时计时法,https://d006.eduyun.cn/videoworks/mda-kies5nyj8yxn5h2b/ykt_tbkt_hls_1080_7_CJ_1/video/24时计时法.m3u8
三年级下数学042-简单经过时间的计算,https://d006.eduyun.cn/videoworks/mda-kiesv070r329tk4n/ykt_tbkt_hls_1080_7_CJ_1/video/简单经过时间的计算.m3u8
三年级下数学043-简单经过时间的计算练习,https://d006.eduyun.cn/videoworks/mda-kiesgcbiykqjy8cu/ykt_tbkt_hls_1080_7_CJ_1/video/简单经过时间的计算练习.m3u8
三年级下数学044-年、月、日单元复习整理,https://d006.eduyun.cn/videoworks/mda-kiesh9d7ydubqhkv/ykt_tbkt_hls_1080_7_CJ_1/video/年、月、日单元复习整理.m3u8
三年级下数学045-制作活动日历,https://d006.eduyun.cn/videoworks/mda-kiesfw5j51gr5507/ykt_tbkt_hls_1080_7_CJ_1/video/制作活动日历.m3u8
三年级下数学046-认识小数,https://d006.eduyun.cn/videoworks/mda-kiesjagfh28vnzhu/ykt_tbkt_hls_1080_7_CJ_1/video/认识小数.m3u8
三年级下数学047-小数比大小,https://d006.eduyun.cn/videoworks/mda-kiesuy7ev3bd2yi8/ykt_tbkt_hls_1080_7_CJ_1/video/小数比大小改一.m3u8
